Date,Opponent,UCSD Rank,Opp Rank,Location,Won,Conference,UCSD Score,Opp Score
"Sat, Nov 01",Biola (Ex.),-,-,UC San Diego,0.0,0,50,56
"Tue, Nov 04",Cal Baptist (Ex.),-,-,UC San Diego,1.0,0,83,74
"Fri, Nov 14",University of San Diego (Ex.),-,-,San Diego,0.0,0,51,66
"Sun, Nov 16",Dixie State College,-,-,UC San Diego,1.0,0,71,61
"Fri, Nov 21",Seattle Pacific,-,22,"Bellingham, WA",0.0,0,59,63
"Sat, Nov 22",Western Washington,-,-,"Bellingham, WA",1.0,0,60,52
"Thu, Nov 27",Holy Family,-,17,"Fairbanks, AK",1.0,0,65,59
"Fri, Nov 28",Hawaii Pacific,-,-,"Fairbanks, AK",1.0,0,73,60
"Sat, Nov 29",Alaska University,-,-,"Fairbanks, AK",1.0,0,66,56
"Fri, Dec 05",Humboldt State *,-,-,UC San Diego,1.0,1,69,66
"Sat, Dec 06",Sonoma State *,-,-,UC San Diego,1.0,1,67,56
"Fri, Dec 19",St. Mary's,-,-,UC San Diego,0.0,0,65,75
"Sat, Dec 20",Drury University,-,21,UC San Diego,1.0,0,86,61
"Tue, Dec 30",San Diego Christian College,-,-,UC San Diego,1.0,0,83,47
"Fri, Jan 02",Cal State L.A. *,-,-,UC San Diego,1.0,1,79,59
"Sat, Jan 03",Cal State Dominguez Hills *,-,-,UC San Diego,1.0,1,66,56
"Fri, Jan 09",Cal State San Bernardino *,-,-,San Bernardino,1.0,1,62,52
"Sat, Jan 10",Cal Poly Pomona *,-,-,Pomona,1.0,1,62,58
"Fri, Jan 16",Cal State Monterey Bay *,25,-,Monterey,1.0,1,69,58
"Sat, Jan 17",San Francisco State *,25,-,San Francisco,1.0,1,63,48
"Fri, Jan 23",Cal State Stanislaus *,21,-,UC San Diego,1.0,1,73,61
"Sat, Jan 24",Chico State *,21,-,UC San Diego,1.0,1,62,38
"Fri, Jan 30",Sonoma State *,17,-,Sonoma,1.0,1,78,69
"Sat, Jan 31",Humboldt State *,17,-,Arcata,1.0,1,86,84
"Fri, Feb 06",Cal State Dominguez Hills *,12,-,Carson,1.0,1,69,63
"Sat, Feb 07",Cal State L.A. *,12,-,Los Angeles,1.0,1,84,66
"Fri, Feb 13",Cal Poly Pomona *,10,-,UC San Diego,1.0,1,63,57
"Sat, Feb 14",Cal State San Bernardino *,10,-,UC San Diego,0.0,1,59,64
"Fri, Feb 20",San Francisco State *,13,-,UC San Diego,1.0,1,51,47
"Sat, Feb 21",Cal State Monterey Bay *,13,-,UC San Diego,1.0,1,70,50
"Thu, Feb 26",Chico State *,9,-,Chico,1.0,1,60,46
"Fri, Feb 27",Cal State Stanislaus *,9,-,Turlock,1.0,1,76,57
"Tue, Mar 03",Cal State San Bernardino,7,-,UC San Diego,0.0,0,57,62
"Fri, Mar 13",Cal State Dominguez Hills,10,-,"Seattle, WA",1.0,0,66,65
"Sat, Mar 14",Alaska Anchorage,10,-,"Seattle, WA",0.0,0,49,52
