Date,Opponent,UCSD Rank,Opp Rank,Location,Results,Won,Conference
"Mon, Jan 20",Concordia (Exhibition),-,-,UC San Diego,3 - 4 NOTES,,0
"Sat, Feb 01",Western Oregon,21,-,UC San Diego,4 - 3 (W) STATS NOTES,1.0,0
"Sat, Feb 01",Western Oregon,21,-,UC San Diego,11 - 3 (W) (6 inn.) STATS NOTES,1.0,0
"Sun, Feb 02",Western Oregon,21,-,UC San Diego,6 - 2 (W) STATS NOTES,1.0,0
"Sun, Feb 02",Western Oregon,21,-,UC San Diego,9 - 5 (W) STATS NOTES,1.0,0
"Wed, Feb 05",California Baptist,21,-,UC San Diego,2 - 1 (W) STATS NOTES,1.0,0
"Wed, Feb 05",California Baptist,21,-,UC San Diego,4 - 7 (L) STATS NOTES,0.0,0
"Fri, Feb 14",Chico State *,21,-,UC San Diego,2 - 0 (W) STATS NOTES,1.0,1
"Fri, Feb 14",Chico State *,21,-,UC San Diego,1 - 2 (L) STATS NOTES,0.0,1
"Sat, Feb 15",Chico State *,21,-,UC San Diego,4 - 0 (W) STATS NOTES,1.0,1
"Sat, Feb 15",Chico State *,21,-,UC San Diego,10 - 4 (W) STATS NOTES,1.0,1
"Fri, Feb 21",Cal State East Bay *,13,-,UC San Diego,4 - 0 (W) STATS NOTES,1.0,1
"Fri, Feb 21",Cal State East Bay *,13,-,UC San Diego,12 - 9 (W) STATS NOTES,1.0,1
"Sat, Feb 22",Cal State East Bay *,13,-,UC San Diego,17 - 1 (W) (5 inn.) STATS NOTES,1.0,1
"Sat, Feb 22",Cal State East Bay *,13,-,UC San Diego,8 - 3 (W) STATS NOTES,1.0,1
"Fri, Mar 07",Sonoma State *,11,-,Rohnert Park,3 - 1 (W) STATS NOTES,1.0,1
"Fri, Mar 07",Sonoma State *,11,-,Rohnert Park,1 - 6 (L) STATS NOTES,0.0,1
"Sat, Mar 08",Sonoma State *,11,-,Rohnert Park,4 - 7 (L) STATS NOTES,0.0,1
"Sat, Mar 08",Sonoma State *,11,-,Rohnert Park,4 - 1 (W) STATS NOTES,1.0,1
"Fri, Mar 14",Cal State San Bernardino *,20,-,San Bernardino,8 - 3 (W) STATS NOTES,1.0,1
"Fri, Mar 14",Cal State San Bernardino *,20,-,San Bernardino,15 - 10 (W) STATS NOTES,1.0,1
"Sat, Mar 15",Cal State San Bernardino *,20,-,San Bernardino,2 - 1 (W) STATS NOTES,1.0,1
"Sat, Mar 15",Cal State San Bernardino *,20,-,San Bernardino,13 - 4 (W) STATS NOTES,1.0,1
"Tue, Mar 25",Hawaii Hilo,19,-,UC San Diego,1 - 6 (L) STATS NOTES,0.0,0
"Tue, Mar 25",Hawaii HIlo,19,-,UC San Diego,2 - 7 (L) STATS NOTES,0.0,0
"Fri, Mar 28",Cal State Stanislaus *,19,-,UC San Diego,10 - 1 (W) (5 inn.) STATS NOTES,1.0,1
"Fri, Mar 28",Cal State Stanislaus *,19,-,UC San Diego,8 - 0 (W) (6 inn.) STATS NOTES,1.0,1
"Sat, Mar 29",Cal State Stanislaus *,19,-,UC San Diego,9 - 1 (W) (6 inn.) STATS NOTES,1.0,1
"Sat, Mar 29",Cal State Stanislaus *,19,-,UC San Diego,5 - 1 (W) STATS NOTES,1.0,1
"Fri, Apr 04",Chaminade,20,-,Turlock,9 - 5 (W) STATS NOTES,1.0,0
"Fri, Apr 04",Dominican,20,-,Turlock,4 - 5 (L) STATS NOTES,0.0,0
"Fri, Apr 04",California Baptist,20,2,Turlock,4 - 1 (W) STATS NOTES,1.0,0
"Sat, Apr 05",Hawaii Pacific,20,-,Turlock,3 - 0 (W) STATS NOTES,1.0,0
"Sat, Apr 05",Notre Dame de Namur,20,-,Turlock,7 - 4 (W) STATS NOTES,1.0,0
"Sun, Apr 06",Montana State Billings,20,-,Turlock,1 - 0 (W) STATS NOTES,1.0,0
"Sun, Apr 06",Cal State East Bay,20,-,Turlock,8 - 5 (W) STATS NOTES,1.0,0
"Fri, Apr 11",San Francisco State *,15,-,San Francisco,0 - 1 (L) STATS NOTES,0.0,1
"Fri, Apr 11",San Francisco State *,15,-,San Francisco,3 - 1 (W) STATS NOTES,1.0,1
"Sat, Apr 12",San Francisco State *,15,-,San Francisco,8 - 2 (W) STATS NOTES,1.0,1
"Sat, Apr 12",San Francisco State *,15,-,San Francisco,1 - 2 (L) (13 inn.) STATS NOTES,0.0,1
"Fri, Apr 18",Humboldt State *,15,8,Arcata,2 - 9 (L) STATS NOTES,0.0,1
"Fri, Apr 18",Humboldt State *,15,8,Arcata,3 - 6 (L) STATS NOTES,0.0,1
"Sat, Apr 19",Humboldt State *,15,8,Arcata,0 - 2 (L) STATS NOTES,0.0,1
"Sat, Apr 19",Humboldt State *,15,8,Arcata,5 - 6 (L) (13 inn.) STATS NOTES,0.0,1
"Fri, Apr 25",Cal State Dominguez Hills *,RV,-,UC San Diego,3 - 2 (W) STATS NOTES,1.0,1
