Date,Opponent,UCSD Rank,Opp Rank,Location,Results,Won,Conference
"Mon, Jan 21",Concordia-Irvine (exhibition),23,11,UC San Diego,5 - 6 (11),,0
"Sat, Jan 26",Cal State San Marcos (exhibition),23,-,UC San Diego,7 - 3 NOTES,,0
"Tue, Jan 29",Vanguard (exhibition),23,-,UC San Diego,10 - 3,,0
"Fri, Feb 01",Colorado Mesa,23,20,UC San Diego,6 - 2 (W) STATS NOTES,1.0,0
"Sat, Feb 02",Colorado Mesa,23,20,UC San Diego,2 - 5 (L) STATS NOTES,0.0,0
"Sun, Feb 03",Colorado Mesa,23,20,UC San Diego,8 - 4 (W) STATS NOTES,1.0,0
"Fri, Feb 08",Grand Canyon,22,RV,"Phoenix, AZ",10 - 5 (W) STATS NOTES,1.0,0
"Sat, Feb 09",Grand Canyon,22,RV,"Phoenix, AZ",8 - 7 (W) STATS NOTES,1.0,0
"Sun, Feb 10",Grand Canyon,22,RV,"Phoenix, AZ",6 - 7 (L) STATS NOTES,0.0,0
"Tue, Feb 12",Point Loma Nazarene,21,-,UC San Diego,6 - 5 (W) (11) STATS NOTES,1.0,0
"Fri, Feb 15",Cal State Stanislaus *,21,-,UC San Diego,4 - 0 (W) STATS NOTES,1.0,1
"Sat, Feb 16",Cal State Stanislaus *,21,-,UC San Diego,3 - 4 (L) (10) STATS NOTES,0.0,1
"Sat, Feb 16",Cal State Stanislaus *,21,-,UC San Diego,3 - 0 (W) (7) STATS NOTES,1.0,1
"Sun, Feb 17",Cal State Stanislaus *,21,-,UC San Diego,8 - 7 (W) STATS NOTES,1.0,1
"Thu, Feb 21",Cal State Dominguez Hills *,18,-,Carson,5 - 1 (W) STATS NOTES,1.0,1
"Fri, Feb 22",Cal State Dominguez Hills *,18,-,Carson,2 - 8 (L) STATS NOTES,0.0,1
"Sat, Feb 23",Cal State Dominguez Hills *,18,-,UC San Diego,2 - 9 (L) STATS NOTES,0.0,1
"Sat, Feb 23",Cal State Dominguez Hills *,18,-,UC San Diego,1 - 3 (L) (7) STATS NOTES,0.0,1
"Thu, Feb 28",Cal Poly Pomona *,28,RV,UC San Diego,7 - 6 (W) STATS NOTES,1.0,1
"Fri, Mar 01",Cal Poly Pomona *,28,RV,UC San Diego,8 - 10 (L) STATS NOTES,0.0,1
"Sat, Mar 02",Cal Poly Pomona *,28,RV,Pomona,0 - 6 (L) STATS NOTES,0.0,1
"Sat, Mar 02",Cal Poly Pomona *,28,RV,Pomona,5 - 2 (W) (7) STATS NOTES,1.0,1
"Fri, Mar 08",Sonoma State *,RV,22,Rohnert Park,1 - 5 (L) STATS NOTES,0.0,1
"Sat, Mar 09",Sonoma State *,RV,22,Rohnert Park,4 - 5 (L) (10) STATS NOTES,0.0,1
"Sat, Mar 09",Sonoma State *,RV,22,Rohnert Park,2 - 5 (L) (7) STATS NOTES,0.0,1
"Sun, Mar 10",Sonoma State *,RV,22,Rohnert Park,11 - 3 (W) STATS NOTES,1.0,1
"Thu, Mar 14",Cal State L.A. *,RV,28,Los Angeles,10 - 7 (W) STATS NOTES,1.0,1
"Fri, Mar 15",Cal State L.A. *,RV,28,Los Angeles,9 - 11 (L) STATS NOTES,0.0,1
"Sat, Mar 16",Cal State L.A. *,RV,28,UC San Diego,10 - 2 (W) STATS NOTES,1.0,1
"Sat, Mar 16",Cal State L.A. *,RV,28,UC San Diego,4 - 0 (W) (7) STATS NOTES,1.0,1
"Thu, Mar 28",Cal State East Bay *,-,25,UC San Diego,7 - 10 (L) STATS NOTES,0.0,1
"Fri, Mar 29",Cal State East Bay *,-,25,UC San Diego,3 - 2 (W) STATS NOTES,1.0,1
"Fri, Mar 29",Cal State East Bay *,-,25,UC San Diego,3 - 0 (W) (7) STATS NOTES,1.0,1
"Sat, Mar 30",Cal State East Bay *,-,25,UC San Diego,3 - 11 (L) STATS NOTES,0.0,1
"Tue, Apr 02",Point Loma Nazarene,-,-,San Diego,2 - 3 (L) STATS NOTES,0.0,0
"Fri, Apr 05",San Francisco State *,-,-,UC San Diego,1 - 4 (L) STATS NOTES,0.0,1
"Sat, Apr 06",San Francisco State *,-,-,UC San Diego,9 - 6 (W) STATS NOTES,1.0,1
"Sat, Apr 06",San Francisco State *,-,-,UC San Diego,7 - 5 (W) (7) STATS NOTES,1.0,1
"Sun, Apr 07",San Francisco State *,-,-,UC San Diego,3 - 11 (L) STATS NOTES,0.0,1
"Tue, Apr 09",Point Loma Nazarene,-,-,UC San Diego,7 - 3 (W) STATS NOTES,1.0,0
"Sat, Apr 13",Azusa Pacific,-,-,UC San Diego,5 - 7 (L) (11) STATS NOTES,0.0,0
"Fri, Apr 19",Chico State *,-,3,Chico,7 - 5 (W) STATS NOTES,1.0,1
"Sat, Apr 20",Chico State *,-,3,Chico,6 - 7 (L) STATS NOTES,0.0,1
"Sat, Apr 20",Chico State *,-,3,Chico,3 - 1 (W) (7) STATS NOTES,1.0,1
"Sun, Apr 21",Chico State *,-,3,Chico,1 - 3 (L) STATS NOTES,0.0,1
"Thu, Apr 25",Cal State San Bernardino *,-,-,UC San Diego,7 - 3 (W) STATS NOTES,1.0,1
"Fri, Apr 26",Cal State San Bernardino *,-,-,UC San Diego,2 - 4 (L) STATS NOTES,0.0,1
"Sat, Apr 27",Cal State San Bernardino *,-,-,San Bernardino,11 - 4 (W) STATS NOTES,1.0,1
"Sat, Apr 27",Cal State San Bernardino *,-,-,San Bernardino,16 - 5 (W) (7) STATS NOTES,1.0,1
"Fri, May 03",Cal State Monterey Bay *,-,8,Seaside,3 - 4 (L) STATS NOTES,0.0,1
"Sat, May 04",Cal State Monterey Bay *,-,8,Seaside,6 - 1 (W) STATS NOTES,1.0,1
"Sat, May 04",Cal State Monterey Bay *,-,8,Seaside,5 - 7 (L) (7) STATS NOTES,0.0,1
"Sun, May 05",Cal State Monterey Bay *,-,8,Seaside,3 - 5 (L) STATS NOTES,0.0,1
