Date,Opponent,UCSD Rank,Opp Rank,Location,Results,Won,Conference
"Fri, Jan 27",Cal State San Marcos (exhibition),30,-,UC San Diego,5 - 6 STATS,,0
"Mon, Jan 30",Point Loma Nazarene (exhibition),30,-,UC San Diego,6 - 0 STATS,,0
"Fri, Feb 03",Western Oregon,30,33,UC San Diego,1 - 8 (L) STATS,0.0,0
"Sat, Feb 04",Western Oregon,30,33,UC San Diego,14 - 4 (W) STATS,1.0,0
"Sat, Feb 04",Western Oregon,30,33,UC San Diego,1 - 2 (L) STATS,0.0,0
"Sun, Feb 05",Western Oregon,30,33,UC San Diego,4 - 5 (L) STATS,0.0,0
"Fri, Feb 10",Colorado Mesa,RV,29,"Grand Junction, Colo.",4 - 14 (L) STATS,0.0,0
"Sat, Feb 11",Colorado Mesa,RV,29,"Grand Junction, Colo.",4 - 6 (L) STATS,0.0,0
"Sat, Feb 11",Colorado Mesa,RV,29,"Grand Junction, Colo.",2 - 3 (L) (9) STATS,0.0,0
"Sun, Feb 12",Colorado Mesa,RV,29,"Grand Junction, Colo.",11 - 7 (W) STATS,1.0,0
"Fri, Feb 17",Chico State *,RV,10,UC San Diego,1 - 4 (L) STATS,0.0,1
"Sat, Feb 18",Chico State *,RV,10,UC San Diego,7 - 6 (W) (13) STATS,1.0,1
"Sat, Feb 18",Chico State *,RV,10,UC San Diego,1 - 15 (L) STATS,0.0,1
"Sun, Feb 19",Chico State *,RV,10,UC San Diego,5 - 1 (W) STATS,1.0,1
"Thu, Feb 23",Cal Poly Pomona *,-,RV,Pomona,5 - 10 (L) STATS,0.0,1
"Fri, Feb 24",Cal Poly Pomona *,-,RV,Pomona,6 - 1 (W) STATS,1.0,1
"Sat, Feb 25",Cal Poly Pomona *,-,RV,UC San Diego,3 - 9 (L) STATS,0.0,1
"Sat, Feb 25",Cal Poly Pomona *,-,RV,UC San Diego,4 - 3 (W) STATS,1.0,1
"Fri, Mar 02",Cal State East Bay *,-,-,Hayward,5 - 4 (W) STATS,1.0,1
"Sat, Mar 03",Cal State East Bay *,-,-,Hayward,5 - 6 (L) (10) STATS,0.0,1
"Sat, Mar 03",Cal State East Bay *,-,-,Hayward,2 - 3 (L) STATS,0.0,1
"Sun, Mar 04",Cal State East Bay *,-,-,Hayward,4 - 1 (W) STATS,1.0,1
"Fri, Mar 09",Cal State Monterey Bay *,-,T-29,UC San Diego,10 - 1 (W) STATS,1.0,1
"Sat, Mar 10",Cal State Monterey Bay *,-,T-29,UC San Diego,4 - 3 (W) STATS,1.0,1
"Sat, Mar 10",Cal State Monterey Bay *,-,T-29,UC San Diego,0 - 9 (L) STATS,0.0,1
"Sun, Mar 11",Cal State Monterey Bay *,-,T-29,UC San Diego,5 - 3 (W) STATS,1.0,1
"Sat, Mar 17",San Francisco State *,-,-,San Francisco,4 - 3 (W) STATS,1.0,1
"Sat, Mar 17",San Francisco State *,-,-,San Francisco,20 - 2 (W) STATS,1.0,1
"Sun, Mar 18",San Francisco State *,-,-,San Francisco,2 - 5 (L) STATS,0.0,1
"Sun, Mar 18",San Francisco State *,-,-,San Francisco,4 - 0 (W) STATS,1.0,1
"Fri, Mar 30",Cal State Stanislaus *,-,-,Turlock,3 - 2 (W) STATS,1.0,1
"Sat, Mar 31",Cal State Stanislaus *,-,-,Turlock,11 - 4 (W) STATS,1.0,1
"Sun, Apr 01",Cal State Stanislaus *,-,-,Turlock,12 - 8 (W) STATS,1.0,1
"Sun, Apr 01",Cal State Stanislaus *,-,-,Turlock,6 - 7 (L) STATS,0.0,1
"Thu, Apr 05",Sonoma State *,-,RV,UC San Diego,11 - 6 (W) STATS,1.0,1
"Fri, Apr 06",Sonoma State *,-,RV,UC San Diego,10 - 8 (W) STATS,1.0,1
"Fri, Apr 06",Sonoma State *,-,RV,UC San Diego,4 - 1 (W) STATS,1.0,1
"Sat, Apr 07",Sonoma State *,-,RV,UC San Diego,6 - 4 (W) STATS,1.0,1
"Thu, Apr 12",Cal State Dominguez Hills *,RV,-,UC San Diego,3 - 1 (W) STATS,1.0,1
"Sun, Apr 15",Cal State Dominguez Hills *,RV,-,Carson,14 - 2 (W) STATS,1.0,1
"Sun, Apr 15",Cal State Dominguez Hills *,RV,-,Carson,0 - 1 (L) STATS,0.0,1
"Mon, Apr 16",Cal State Dominguez Hills *,T-29,-,UC San Diego,15 - 6 (W) STATS,1.0,1
"Thu, Apr 19",Cal State San Bernardino *,T-29,-,San Bernardino,2 - 3 (L) STATS,0.0,1
"Fri, Apr 20",Cal State San Bernardino *,T-29,-,San Bernardino,4 - 14 (L) STATS,0.0,1
"Sat, Apr 21",Cal State San Bernardino *,T-29,-,UC San Diego,8 - 4 (W) STATS,1.0,1
"Sat, Apr 21",Cal State San Bernardino *,T-29,-,UC San Diego,5 - 2 (W) STATS,1.0,1
"Thu, Apr 26",Cal State L.A. *,RV,-,UC San Diego,3 - 0 (W) STATS,1.0,1
"Fri, Apr 27",Cal State L.A. *,RV,-,UC San Diego,12 - 3 (W) STATS,1.0,1
"Sat, Apr 28",Cal State L.A. *,RV,-,Los Angeles,2 - 5 (L) STATS,0.0,1
"Sat, Apr 28",Cal State L.A. *,RV,-,Los Angeles,0 - 3 (L) STATS,0.0,1
"Fri, May 04",Grand Canyon,RV,-,UC San Diego,6 - 1 (W) STATS,1.0,0
"Sat, May 05",Grand Canyon,RV,-,UC San Diego,4 - 10 (L) STATS,0.0,0
"Thu, May 10",Sonoma State,RV,-,UC San Diego,6 - 0 (W) STATS,1.0,0
"Fri, May 11",Chico State,RV,27,UC San Diego,9 - 1 (W) STATS,1.0,0
"Sat, May 12",Sonoma State,RV,-,UC San Diego,7 - 9 (L) STATS,0.0,0
"Sat, May 12",Sonoma State,RV,-,UC San Diego,7 - 3 (W) STATS,1.0,0
"Thu, May 17",Dixie State,27,-,"Keizer, Ore.",3 - 7 (L) STATS,0.0,0
"Fri, May 18",Western Oregon,27,11,"Keizer, Ore.",11 - 1 (W) STATS,1.0,0
"Sat, May 19",Dixie State,27,-,"Keizer, Ore.",4 - 6 (L) STATS,0.0,0
