Date,Opponent,UCSD Rank,Opp Rank,Location,Results,Won,Conference
"Sat, Apr 04",Chico State *,6,-,Chico,10 - 8 (W) STATS,1.0,1
"Sat, Apr 04",Chico State *,6,-,Chico,5 - 3 (W) STATS,1.0,1
"Sun, Apr 05",Chico State *,6,-,Chico,6 - 8 (L) STATS,0.0,1
"Thu, Apr 09",Grand Canyon,6,-,Phoenix,7 - 0 (W) STATS,1.0,0
"Fri, Apr 10",Grand Canyon,6,-,Phoenix,20 - 5 (W) STATS,1.0,0
"Fri, Apr 10",Grand Canyon,6,-,Phoenix,9 - 4 (W) STATS,1.0,0
"Thu, Apr 16",Cal State Dominguez Hills *,6,-,UC San Diego,8 - 3 (W) STATS,1.0,1
"Fri, Apr 17",Cal State Dominguez Hills *,6,-,UC San Diego,6 - 1 (W) STATS,1.0,1
"Sat, Apr 18",Cal State Dominguez Hills *,6,-,Carson,5 - 8 (L) STATS,0.0,1
"Sat, Apr 18",Cal State Dominguez Hills *,6,-,Carson,1 - 5 (L) STATS,0.0,1
"Thu, Apr 23",Cal State San Bernardino *,6,-,Arrowhead,1 - 4 (L) STATS,0.0,1
"Fri, Apr 24",Cal State San Bernardino *,6,-,Arrowhead,13 - 1 (W) STATS,1.0,1
"Sat, Apr 25",Cal State San Bernardino *,6,-,UC San Diego,10 - 4 (W) STATS,1.0,1
"Sat, Apr 25",Cal State San Bernardino *,6,-,UC San Diego,7 - 4 (W) STATS,1.0,1
"Thu, Apr 30",Cal Poly Pomona *,5,-,Pomona,1 - 3 (L) STATS,0.0,1
"Fri, May 01",Cal Poly Pomona *,5,-,Pomona,19 - 5 (W) STATS,1.0,1
"Sat, May 02",Cal Poly Pomona *,5,-,UC San Diego,7 - 3 (W) STATS,1.0,1
"Sat, May 02",Cal Poly Pomona *,5,-,UC San Diego,11 - 9 (W) STATS,1.0,1
"Thu, May 07",Cal State Dominguez Hills,4,-,Palm Springs,2 - 1 (W) STATS,1.0,0
"Fri, May 08",Sonoma State,4,12,Palm Springs,16 - 1 (W) STATS,1.0,0
"Sat, May 09",Sonoma State,4,12,Palm Springs,8 - 7 (W) STATS,1.0,0
"Thu, May 14",Cal State Dominguez Hills,2,-,"Keizer, Ore.",11 - 10 (W) STATS,1.0,0
"Fri, May 15",Western Oregon,2,18,"Keizer, Ore.",18 - 3 (W) STATS,1.0,0
"Sat, May 16",Sonoma State,2,11,"Keizer, Ore.",3 - 4 (L) STATS,0.0,0
"Sun, May 17",Sonoma State,2,11,"Keizer, Ore.",12 - 4 (W) STATS,1.0,0
"Sun, May 24",Dowling,1,21,"Cary, North Carolina",1 - 3 (L) STATS,0.0,0
"Tue, May 26",West Chester,1,2,"Cary, North Carolina",8 - 6 (W) STATS,1.0,0
"Wed, May 27",Dowling,1,21,"Cary, North Carolina",13 - 1 (W) STATS,1.0,0
"Thu, May 28",Emporia State,1,3,"Cary, North Carolina",3 - 5 (L) STATS,0.0,0
